,levy,manufacturer,year,category,leather_interior,fuel_type,engine_volume,mileage,cylinders,gear_box_type,drive_wheels,doors,wheel,color,airbags,turbo,price
15739,1058.0,Mercedes-Benz,2012,Jeep,1,Diesel,3.5,245762,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,157
15740,1091.0,Hyundai,2016,Minivan,1,Diesel,2.5,96334,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,42218
15741,1053.0,Mercedes-Benz,2014,Sedan,1,Diesel,3.5,67232,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,0,188
15743,1141.0,Hyundai,2012,Sedan,1,Petrol,3.8,94055,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,17249
15744,1017.0,Hyundai,2017,Jeep,1,Diesel,2.0,140004,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,36068
15747,730.0,Hyundai,2016,Sedan,1,Other,1.6,138241,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,21395
15749,779.0,Toyota,2013,Sedan,1,Petrol,2.5,308694,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,3920
15750,1104.0,Other,2015,Sedan,1,Diesel,3.0,131674,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,706
15751,271.0,Toyota,2014,Hatchback,1,Hybrid,1.5,89986,4.0,Automatic,Front,4-5,Left wheel,Grey,0,0,18817
15754,585.0,Mercedes-Benz,2013,Sedan,1,Petrol,1.8,83500,4.0,Tiptronic,Rear,4-5,Left wheel,Grey,12,1,26030
15756,650.0,Other,2016,Sedan,1,Petrol,1.4,76466,4.0,Automatic,Front,4-5,Left wheel,Black,8,1,16621
15757,308.0,Toyota,2014,Hatchback,1,Hybrid,1.8,146019,4.0,Automatic,Front,4-5,Left wheel,White,12,0,188
15760,1481.0,Other,2017,Jeep,1,Petrol,3.0,28421,6.0,Automatic,4x4,4-5,Left wheel,Other,12,0,549
15763,934.0,Toyota,2015,Jeep,1,Petrol,2.5,99616,4.0,Automatic,4x4,4-5,Left wheel,Silver,12,0,706
15765,707.0,Hyundai,2011,Sedan,1,Petrol,2.0,190000,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,14834
15766,781.0,Toyota,2012,Sedan,1,Hybrid,2.5,87725,4.0,Tiptronic,Front,4-5,Left wheel,Other,10,0,11604
15767,779.0,Other,2013,Sedan,1,Petrol,2.5,60000,5.0,Tiptronic,Front,4-5,Left wheel,Black,6,0,22580
15768,531.0,Hyundai,2012,Sedan,1,Petrol,1.6,165000,4.0,Automatic,Front,4-5,Left wheel,White,4,0,20297
15769,1053.0,Mercedes-Benz,2014,Sedan,1,Diesel,3.5,219030,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,29793
15770,490.0,Honda,2011,Hatchback,0,Hybrid,1.3,172997,4.0,Variator,Front,4-5,Left wheel,Blue,6,0,13328
15771,1058.0,Toyota,2012,Jeep,1,Petrol,3.5,285186,6.0,Automatic,Front,4-5,Left wheel,Grey,12,0,9565
15774,928.0,Other,2007,Sedan,1,Petrol,1.4,185000,4.0,Manual,Front,4-5,Left wheel,Black,10,0,13799
15775,531.0,Hyundai,2012,Sedan,1,Petrol,1.6,123000,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,19707
15776,1017.0,Hyundai,2017,Jeep,0,Petrol,2.0,31241,4.0,Automatic,Front,4-5,Left wheel,Blue,10,0,28068
15778,518.0,Toyota,2016,Jeep,1,Hybrid,2.5,39741,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,3763
15780,1091.0,Chevrolet,2016,Sedan,1,Petrol,2.5,161350,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,34387
15783,642.0,Hyundai,2012,Jeep,1,Diesel,2.0,171996,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,20814
15784,642.0,Chevrolet,2012,Sedan,1,Diesel,2.0,227073,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,11992
15789,353.0,Toyota,2015,Hatchback,1,Hybrid,1.8,188067,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,470
15792,394.0,Toyota,2014,Sedan,1,Hybrid,2.5,115312,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,706
15793,518.0,Toyota,2016,Sedan,1,Hybrid,2.5,55096,4.0,Automatic,Front,4-5,Left wheel,Blue,0,0,1882
15794,640.0,Ford,2013,Hatchback,0,Hybrid,2.0,204010,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,17249
15797,777.0,Hyundai,2014,Minivan,1,Diesel,2.5,68578,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,24559
15798,753.0,Hyundai,2012,Sedan,1,Hybrid,2.4,0,4.0,Automatic,Front,4-5,Left wheel,Other,0,0,1176
15799,271.0,Toyota,2014,Other,1,Hybrid,1.5,38311,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,26033
15800,751.0,Chevrolet,2013,Jeep,1,Petrol,2.4,168179,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,3136
15802,490.0,Honda,2011,Hatchback,1,Hybrid,1.3,288704,4.0,Automatic,Front,4-5,Left wheel,White,0,0,706
15803,530.0,Other,2013,Jeep,1,Petrol,1.6,166013,4.0,Automatic,Front,4-5,Left wheel,White,0,0,2901
15805,1024.0,Toyota,2010,Sedan,1,Petrol,2.5,0,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,470
15806,1018.0,Bmw,2011,Coupe,1,Petrol,3.0,69950,6.0,Automatic,Rear,2-3,Left wheel,Blue,12,0,2666
15809,751.0,Chevrolet,2013,Jeep,1,Petrol,2.4,160242,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,627
15810,640.0,Hyundai,2013,Jeep,1,Diesel,2.0,53240,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,29166
15811,1267.0,Toyota,2013,Hatchback,0,Hybrid,1.5,117000,4.0,Automatic,Front,4-5,Right-hand drive,White,6,0,10036
15812,867.0,Other,2007,Other,0,Diesel,1.3,185000,4.0,Manual,Front,4-5,Left wheel,Blue,4,1,9095
15813,528.0,Hyundai,2014,Sedan,1,Diesel,1.6,143000,4.0,Automatic,Front,4-5,Left wheel,White,4,0,13589
15814,501.0,Honda,2014,Hatchback,1,Petrol,1.5,28300,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,25243
15815,836.0,Hyundai,2010,Sedan,1,Petrol,2.0,111293,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,12720
15817,1474.0,Other,2012,Other,1,Petrol,5.0,84541,8.0,Automatic,Rear,4-5,Left wheel,White,12,0,3450
15818,780.0,Chevrolet,2019,Minivan,1,Petrol,1.4,43371,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,470
15822,891.0,Hyundai,2016,Hatchback,1,Petrol,2.0,40464,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,3136
15827,1024.0,Toyota,2010,Jeep,1,Petrol,2.5,136171,4.0,Automatic,4x4,4-5,Left wheel,Black,12,0,2822
15834,777.0,Toyota,2014,Sedan,1,Petrol,2.5,94000,4.0,Tiptronic,Front,4-5,Left wheel,Black,10,0,22894
15836,707.0,Ssangyong,2011,Jeep,1,Diesel,2.0,157456,4.0,Automatic,Front,4-5,Left wheel,White,4,0,17035
15837,779.0,Toyota,2013,Sedan,1,Hybrid,2.5,26918,4.0,Automatic,Front,4-5,Left wheel,White,12,0,4234
15838,779.0,Other,2013,Sedan,1,Petrol,2.5,74688,4.0,Automatic,4x4,4-5,Left wheel,Silver,0,0,94
15840,531.0,Chevrolet,2012,Hatchback,1,Petrol,1.6,111937,4.0,Automatic,Front,4-5,Left wheel,White,4,0,13987
15841,585.0,Toyota,2013,Hatchback,0,Hybrid,1.8,109200,4.0,Automatic,Front,4-5,Left wheel,Grey,10,0,19130
15844,441.0,Kia,2015,Hatchback,0,Hybrid,2.4,89248,4.0,Automatic,Front,4-5,Left wheel,Black,8,0,22894
15845,1598.0,Mercedes-Benz,2008,Jeep,1,Diesel,3.0,213998,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,0,282
15846,1399.0,Honda,2010,Sedan,1,Petrol,3.5,241786,6.0,Automatic,Front,4-5,Left wheel,White,12,0,2666
15847,1327.0,Toyota,2018,Jeep,1,Petrol,2.5,51200,4.0,Automatic,4x4,4-5,Left wheel,Black,12,0,46728
15848,1598.0,Bmw,2008,Sedan,1,Petrol,3.0,220000,6.0,Variator,Rear,4-5,Left wheel,Silver,12,0,17876
15850,777.0,Hyundai,2014,Minivan,1,Diesel,2.5,198916,4.0,Automatic,Front,4-5,Left wheel,Other,4,0,25264
15853,753.0,Hyundai,2012,Sedan,1,Hybrid,2.4,259184,4.0,Automatic,Front,4-5,Left wheel,Silver,0,0,251
15854,1053.0,Toyota,2014,Jeep,1,Petrol,3.5,95000,6.0,Automatic,4x4,4-5,Left wheel,Other,12,0,30420
15856,394.0,Toyota,2014,Sedan,1,Hybrid,2.5,73602,4.0,Tiptronic,Front,4-5,Left wheel,Silver,10,0,47000
15857,781.0,Other,2012,Jeep,1,Petrol,2.5,148213,4.0,Automatic,4x4,4-5,Left wheel,Blue,0,0,549
15860,585.0,Hyundai,2013,Sedan,1,Petrol,1.8,156326,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,392
15862,707.0,Other,2011,Hatchback,0,Petrol,2.0,128000,4.0,Tiptronic,4x4,4-5,Left wheel,Silver,7,0,14900
15863,934.0,Toyota,2015,Sedan,1,Petrol,2.5,245792,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,5331
15864,640.0,Other,2013,Sedan,0,Petrol,2.0,95000,4.0,Tiptronic,Front,4-5,Left wheel,Black,8,0,13900
15866,917.0,Other,2013,Jeep,0,Petrol,3.0,126000,6.0,Automatic,4x4,4-5,Left wheel,Other,8,0,26971
15867,394.0,Toyota,2014,Sedan,1,Hybrid,2.5,0,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,5959
15868,862.0,Other,2011,Sedan,1,Petrol,2.5,216550,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,549
15870,1277.0,Kia,2018,Jeep,1,Petrol,2.4,57618,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,3293
15871,777.0,Hyundai,2014,Minivan,1,Diesel,2.5,86227,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,36899
15873,642.0,Chevrolet,2012,Jeep,1,Diesel,2.0,86342,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,21768
15874,640.0,Ssangyong,2013,Jeep,1,Diesel,2.0,92728,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,35043
15875,1268.0,Toyota,2012,Hatchback,1,Hybrid,1.5,180000,4.0,Variator,Front,4-5,Right-hand drive,Silver,4,0,10349
15876,1077.0,Other,2019,Sedan,1,Petrol,2.0,1275,4.0,Automatic,4x4,4-5,Left wheel,Silver,12,0,14426
15884,831.0,Other,2011,Sedan,1,Petrol,2.4,229677,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,282
15885,765.0,Hyundai,2015,Jeep,1,Diesel,2.0,174899,4.0,Automatic,Front,4-5,Left wheel,White,4,0,32744
15889,761.0,Toyota,2010,Hatchback,0,Hybrid,1.8,241000,4.0,Automatic,Front,4-5,Left wheel,White,4,0,15367
15890,1077.0,Toyota,2019,Jeep,1,Petrol,2.0,4330,4.0,Automatic,Front,4-5,Left wheel,White,12,0,29793
15891,1172.0,Mercedes-Benz,2011,Sedan,1,Diesel,3.5,132630,6.0,Automatic,Rear,4-5,Left wheel,Silver,12,0,314
15892,753.0,Hyundai,2012,Sedan,1,Hybrid,2.4,259934,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,4547
15893,638.0,Kia,2014,Sedan,1,Petrol,2.0,40228,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,16778
15894,1282.0,Kia,2007,Jeep,1,Diesel,2.0,79776,4.0,Automatic,Front,4-5,Left wheel,White,4,0,6899
15897,781.0,Toyota,2012,Sedan,1,Petrol,2.5,70000,4.0,Tiptronic,Front,>5,Left wheel,White,12,0,22260
15899,810.0,Other,2016,Sedan,1,Petrol,1.8,87000,4.0,Tiptronic,Front,4-5,Left wheel,White,12,1,26343
15903,1273.0,Lexus,2015,Jeep,1,Petrol,3.5,92035,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,12544
15904,919.0,Chevrolet,2012,Jeep,1,Petrol,3.0,155000,10.0,Tiptronic,4x4,4-5,Left wheel,Silver,10,0,13485
15906,583.0,Other,2011,Jeep,1,Petrol,1.6,0,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,470
15908,730.0,Ssangyong,2016,Jeep,1,Diesel,1.6,68961,4.0,Automatic,Front,4-5,Left wheel,White,4,0,43868
15909,779.0,Toyota,2013,Sedan,1,Hybrid,2.5,124912,4.0,Automatic,Front,4-5,Left wheel,White,12,0,3763
15910,1360.0,Lexus,2013,Jeep,1,Petrol,4.6,202651,8.0,Automatic,4x4,4-5,Left wheel,Black,0,0,6272
15912,831.0,Ssangyong,2017,Jeep,1,Petrol,1.6,71402,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,35610
15914,583.0,Hyundai,2011,Sedan,1,Petrol,1.6,158000,4.0,Automatic,Front,4-5,Left wheel,White,4,0,18798
15915,1032.0,Other,2012,Hatchback,0,Petrol,1.2,66000,3.0,Automatic,Front,4-5,Right-hand drive,Silver,2,0,7500
15916,862.0,Other,2011,Jeep,1,Petrol,2.5,135467,4.0,Automatic,4x4,4-5,Left wheel,White,12,0,1411
15920,353.0,Toyota,2015,Jeep,1,Hybrid,1.8,104795,4.0,Automatic,Front,4-5,Left wheel,White,12,0,2038
15921,1266.0,Toyota,2014,Hatchback,0,Hybrid,1.5,96000,4.0,Automatic,Front,4-5,Right-hand drive,White,2,0,9500
15922,645.0,Lexus,2011,Hatchback,1,Hybrid,1.8,116869,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,706
15924,382.0,Kia,2014,Sedan,0,Hybrid,2.4,269513,4.0,Automatic,Front,4-5,Left wheel,Grey,8,0,15524
15925,271.0,Toyota,2014,Hatchback,0,Hybrid,1.5,152000,4.0,Variator,Front,4-5,Left wheel,Silver,8,0,14740
15926,1058.0,Honda,2012,Sedan,1,Petrol,3.5,0,6.0,Automatic,Front,4-5,Left wheel,Grey,12,0,3136
15927,919.0,Mercedes-Benz,2012,Sedan,1,Diesel,3.0,171221,6.0,Automatic,Rear,4-5,Left wheel,Black,12,0,9252
15929,629.0,Hyundai,2015,Sedan,1,Petrol,1.6,103825,4.0,Automatic,Front,4-5,Left wheel,White,4,0,27065
15930,1194.0,Toyota,2013,Jeep,1,Petrol,4.0,194605,6.0,Automatic,Rear,4-5,Left wheel,Grey,12,0,392
15931,642.0,Ford,2012,Hatchback,1,Hybrid,2.0,11593,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,11604
15932,862.0,Other,2011,Jeep,1,Petrol,2.5,57000,4.0,Automatic,Front,4-5,Left wheel,White,8,0,12544
15933,928.0,Other,2007,Other,0,Petrol,1.4,150000,4.0,Manual,Front,4-5,Left wheel,Silver,7,0,12544
15936,781.0,Toyota,2012,Sedan,1,Hybrid,2.5,50226,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,392
15938,911.0,Kia,2010,Jeep,1,Diesel,2.2,77400,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,15367
15939,502.0,Honda,2013,Jeep,1,Hybrid,1.5,144872,4.0,Automatic,Front,4-5,Left wheel,White,0,0,8311
15940,585.0,Toyota,2013,Sedan,0,Hybrid,1.8,199373,4.0,Automatic,Front,4-5,Left wheel,Silver,8,0,18817
15941,639.0,Hyundai,2014,Coupe,1,Petrol,2.0,65840,4.0,Automatic,Front,4-5,Left wheel,White,4,0,34074
15943,353.0,Lexus,2015,Hatchback,1,Hybrid,1.8,115347,4.0,Automatic,Front,4-5,Left wheel,Grey,0,0,470
15945,1249.0,Toyota,2017,Sedan,1,Petrol,2.5,48000,4.0,Tiptronic,Front,4-5,Left wheel,Black,8,0,21796
15947,707.0,Ssangyong,2011,Jeep,1,Diesel,2.0,131114,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,22649
15948,1058.0,Mercedes-Benz,2012,Sedan,1,Diesel,3.5,318285,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,627
15950,1091.0,Chevrolet,2016,Sedan,1,Petrol,2.5,129459,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,38251
15951,880.0,Hyundai,2018,Sedan,1,Petrol,1.6,65734,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,33575
15955,1356.0,Lexus,2014,Jeep,1,Petrol,4.6,200402,8.0,Automatic,4x4,4-5,Left wheel,Silver,0,0,941
15956,891.0,Hyundai,2016,Sedan,0,Petrol,2.0,54590,4.0,Manual,Front,4-5,Left wheel,Black,10,0,17876
15960,1286.0,Other,2010,Jeep,1,Petrol,3.2,282643,6.0,Automatic,4x4,4-5,Left wheel,Blue,12,0,4077
15961,530.0,Ford,2013,Sedan,1,Petrol,1.6,117000,4.0,Tiptronic,Front,4-5,Left wheel,Grey,12,1,10349
15962,777.0,Ford,2014,Sedan,0,Petrol,2.5,133000,4.0,Tiptronic,Front,4-5,Left wheel,Other,12,0,18189
15963,583.0,Other,2011,Sedan,1,Petrol,1.6,160622,4.0,Automatic,Front,4-5,Left wheel,White,4,0,12432
15964,687.0,Hyundai,2010,Sedan,1,Petrol,1.6,103149,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,15132
15965,1058.0,Mercedes-Benz,2012,Sedan,1,Diesel,3.5,128202,6.0,Automatic,Rear,4-5,Left wheel,Black,12,0,4861
15968,1288.0,Chevrolet,2007,Other,1,Diesel,2.0,120000,4.0,Automatic,Front,4-5,Left wheel,White,8,1,13485
15969,919.0,Mercedes-Benz,2012,Jeep,1,Diesel,3.0,169939,6.0,Automatic,4x4,4-5,Left wheel,White,12,0,549
15970,924.0,Other,2017,Sedan,1,Petrol,1.8,150747,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,627
15971,862.0,Ford,2011,Jeep,1,Hybrid,2.5,130306,4.0,Automatic,4x4,4-5,Left wheel,Other,0,0,314
15972,930.0,Hyundai,2018,Jeep,1,Diesel,1.7,38945,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,43714
15975,1091.0,Hyundai,2016,Other,1,Diesel,2.5,124708,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,44517
15977,308.0,Lexus,2014,Hatchback,1,Hybrid,1.8,132563,4.0,Automatic,Front,4-5,Left wheel,Other,0,0,11447
15979,1053.0,Mercedes-Benz,2014,Jeep,1,Diesel,3.5,0,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,0,1646
15980,1234.0,Other,2011,Sedan,1,Petrol,3.7,134157,6.0,Automatic,4x4,4-5,Left wheel,Black,12,0,549
15981,878.0,Toyota,2009,Hatchback,1,Petrol,1.8,211200,4.0,Variator,Front,4-5,Left wheel,Silver,0,0,17876
15982,730.0,Chevrolet,2016,Jeep,1,Diesel,1.6,122198,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,23304
15983,765.0,Hyundai,2015,Sedan,1,Other,2.0,283895,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,15367
15984,308.0,Toyota,2014,Hatchback,0,Hybrid,1.8,68000,4.0,Automatic,Front,4-5,Left wheel,White,12,0,23000
15986,585.0,Hyundai,2013,Sedan,0,Petrol,1.8,80000,4.0,Tiptronic,Front,4-5,Left wheel,Grey,12,0,13172
15987,585.0,Toyota,2013,Jeep,1,Hybrid,1.8,298248,4.0,Automatic,Front,4-5,Left wheel,White,12,0,549
15988,1598.0,Mercedes-Benz,2008,Jeep,1,Diesel,3.0,213998,6.0,Automatic,4x4,4-5,Left wheel,Silver,12,0,282
15990,781.0,Hyundai,2012,Other,1,Diesel,2.5,230000,4.0,Automatic,Front,4-5,Left wheel,Other,4,0,17346
15991,751.0,Hyundai,2013,Sedan,1,Hybrid,2.4,115000,4.0,Automatic,Front,4-5,Left wheel,Other,8,0,17249
15993,645.0,Lexus,2011,Hatchback,1,Hybrid,1.8,228610,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,470
15994,528.0,Chevrolet,2014,Jeep,1,Diesel,1.6,161296,4.0,Automatic,Front,4-5,Left wheel,White,4,0,19080
15995,1514.0,Lexus,2011,Jeep,1,Petrol,4.6,160138,8.0,Automatic,4x4,4-5,Left wheel,White,0,0,43278
15996,353.0,Toyota,2015,Sedan,1,Hybrid,1.8,104795,4.0,Automatic,Front,4-5,Left wheel,White,12,0,2038
15998,777.0,Hyundai,2014,Minivan,1,Diesel,2.5,173490,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,23436
16000,765.0,Bmw,2015,Jeep,1,Petrol,2.0,96360,4.0,Automatic,4x4,4-5,Left wheel,White,12,0,14269
16001,531.0,Hyundai,2012,Sedan,1,Diesel,1.6,114500,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,13589
16002,1399.0,Lexus,2010,Jeep,1,Petrol,3.5,136542,6.0,Automatic,Front,4-5,Left wheel,Blue,0,0,3450
16003,836.0,Ssangyong,2010,Jeep,1,Diesel,2.0,121899,4.0,Automatic,Front,4-5,Left wheel,Black,4,0,20005
16006,501.0,Other,2014,Coupe,1,Petrol,1.5,86234,3.0,Manual,Front,2-3,Left wheel,Black,10,1,18503
16008,919.0,Mercedes-Benz,2012,Jeep,1,Diesel,3.0,145227,6.0,Automatic,4x4,4-5,Left wheel,Grey,12,0,157
16011,790.0,Other,2009,Sedan,1,Petrol,1.6,91930,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,3763
16012,1234.0,Other,2011,Sedan,1,Petrol,3.7,158128,6.0,Automatic,Rear,4-5,Left wheel,Silver,12,0,470
16013,1018.0,Mercedes-Benz,2011,Jeep,1,Diesel,3.0,246600,6.0,Automatic,4x4,4-5,Left wheel,Grey,0,0,12074
16015,1024.0,Ford,2010,Jeep,1,Hybrid,2.5,131000,4.0,Automatic,Front,4-5,Left wheel,Grey,10,0,17249
16017,639.0,Ssangyong,2014,Jeep,1,Diesel,2.0,72030,4.0,Automatic,Front,4-5,Left wheel,Blue,4,0,28830
16020,574.0,Honda,2010,Sedan,0,Petrol,1.3,171200,4.0,Tiptronic,Front,4-5,Left wheel,Other,0,0,11917
16024,382.0,Ford,2015,Sedan,1,Hybrid,2.0,88795,4.0,Automatic,Front,4-5,Left wheel,Black,0,0,2587
16027,1077.0,Toyota,2019,Jeep,1,Petrol,2.0,78424,4.0,Automatic,Front,4-5,Left wheel,Other,12,0,5488
16028,609.0,Toyota,2018,Sedan,1,Hybrid,2.5,127515,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,9722
16029,1172.0,Mercedes-Benz,2011,Sedan,1,Diesel,3.5,132630,6.0,Automatic,Rear,4-5,Left wheel,Silver,12,0,314
16030,761.0,Toyota,2010,Hatchback,1,Hybrid,1.8,159382,4.0,Automatic,Front,4-5,Left wheel,White,12,0,3293
16031,640.0,Other,2013,Sedan,1,Petrol,2.0,157584,4.0,Automatic,4x4,4-5,Left wheel,Black,0,0,282
16032,934.0,Toyota,2015,Jeep,1,Petrol,2.5,58285,4.0,Automatic,4x4,4-5,Left wheel,Blue,0,0,23521
16033,475.0,Chevrolet,2012,Sedan,0,Petrol,1.4,122488,4.0,Tiptronic,Front,4-5,Left wheel,Other,16,1,12858
16034,831.0,Hyundai,2017,Sedan,1,Petrol,1.6,25635,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,1019
16037,789.0,Chevrolet,2009,Sedan,1,Petrol,1.6,49232,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,6272
16039,765.0,Bmw,2015,Sedan,1,Petrol,2.0,118907,4.0,Automatic,Rear,4-5,Left wheel,White,12,0,549
16040,640.0,Bmw,2013,Jeep,1,Petrol,2.0,108000,12.0,Tiptronic,Front,4-5,Left wheel,Black,12,0,28225
16041,586.0,Toyota,2012,Sedan,0,Petrol,1.8,124000,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,16308
16042,1058.0,Mercedes-Benz,2012,Jeep,1,Diesel,3.5,193267,6.0,Automatic,4x4,4-5,Left wheel,Grey,12,0,22266
16043,1598.0,Mercedes-Benz,2008,Sedan,1,Diesel,3.0,175614,6.0,Automatic,Rear,4-5,Left wheel,Black,12,0,2430
16044,761.0,Toyota,2010,Hatchback,1,Hybrid,1.8,287146,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,314
16045,353.0,Toyota,2015,Hatchback,1,Hybrid,1.8,123778,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,4234
16047,531.0,Hyundai,2012,Hatchback,1,Diesel,1.6,183380,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,17634
16048,1047.0,Hyundai,2007,Sedan,1,Petrol,1.6,150863,4.0,Automatic,Front,4-5,Left wheel,White,4,0,11992
16052,753.0,Other,2012,Sedan,0,Petrol,2.4,110000,4.0,Tiptronic,Front,4-5,Left wheel,Blue,8,0,10976
16054,765.0,Hyundai,2015,Sedan,1,Other,2.0,30258,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,13799
16055,779.0,Toyota,2013,Sedan,1,Petrol,2.5,202994,4.0,Automatic,Front,4-5,Left wheel,Black,12,0,94
16057,1187.0,Honda,2014,Hatchback,0,Hybrid,1.4,0,4.0,Automatic,Front,4-5,Right-hand drive,Other,2,1,10192
16058,781.0,Toyota,2012,Sedan,1,Petrol,2.5,94000,4.0,Tiptronic,Front,4-5,Left wheel,White,10,0,20071
16059,1203.0,Other,2011,Jeep,1,Petrol,3.6,177376,6.0,Automatic,Front,4-5,Left wheel,Black,12,0,2352
16060,639.0,Hyundai,2014,Jeep,1,Diesel,2.0,212762,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,30583
16061,779.0,Other,2013,Jeep,1,Petrol,2.5,173000,4.0,Variator,4x4,4-5,Left wheel,Blue,6,0,9095
16062,1077.0,Toyota,2019,Jeep,1,Petrol,2.0,10610,4.0,Automatic,Front,4-5,Left wheel,Silver,12,0,470
16065,765.0,Hyundai,2015,Jeep,1,Diesel,2.0,153958,4.0,Automatic,Front,4-5,Left wheel,White,4,0,44247
16067,891.0,Hyundai,2016,Sedan,1,Other,2.0,248705,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,15681
16068,637.0,Kia,2014,Jeep,1,Diesel,2.0,43340,4.0,Automatic,Front,4-5,Left wheel,White,4,0,29793
16069,687.0,Hyundai,2010,Sedan,1,Petrol,1.6,71202,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,16894
16070,831.0,Ford,2011,Jeep,1,Petrol,2.4,128000,4.0,Automatic,4x4,4-5,Left wheel,Silver,8,0,14426
16071,502.0,Toyota,2013,Hatchback,0,Hybrid,1.5,91400,4.0,Tiptronic,Front,4-5,Left wheel,Silver,12,0,16935
16072,1360.0,Lexus,2013,Jeep,1,Petrol,4.6,154115,8.0,Automatic,4x4,4-5,Left wheel,Black,0,0,1490
16074,915.0,Hyundai,2014,Sedan,1,Petrol,3.0,253966,4.0,Automatic,Front,4-5,Left wheel,White,4,0,25205
16075,749.0,Kia,2014,Sedan,1,Petrol,2.4,98579,4.0,Automatic,Front,4-5,Left wheel,Grey,0,0,15681
16076,697.0,Honda,2015,Sedan,1,Petrol,1.8,80542,4.0,Automatic,Front,4-5,Left wheel,Grey,12,0,2038
16077,729.0,Chevrolet,2016,Jeep,1,Diesel,1.6,30374,4.0,Automatic,Front,4-5,Left wheel,Silver,4,0,15677
16078,781.0,Hyundai,2012,Minivan,1,Diesel,2.5,75437,4.0,Automatic,Front,4-5,Left wheel,Grey,4,0,22423
